观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
369409,600276,恒瑞医药,2017-01-03,10:20:00,46.02,45.3,45.9,NA
369410,600276,恒瑞医药,2017-01-03,10:25:00,46.02,45.3,45.87,NA
369411,600276,恒瑞医药,2017-01-03,10:30:00,46.02,45.3,45.85,NA
369412,600276,恒瑞医药,2017-01-03,10:35:00,46.02,45.3,45.8,NA
369413,600276,恒瑞医药,2017-01-03,10:40:00,46.02,45.3,45.83,NA
369414,600276,恒瑞医药,2017-01-03,10:45:00,46.02,45.3,45.8,NA
369415,600276,恒瑞医药,2017-01-03,10:50:00,46.02,45.3,45.8,NA
369416,600276,恒瑞医药,2017-01-03,10:55:00,46.02,45.3,45.81,NA
369417,600276,恒瑞医药,2017-01-03,11:00:00,46.02,45.3,45.73,NA
369418,600276,恒瑞医药,2017-01-03,11:05:00,46.02,45.3,45.79,NA
369419,600276,恒瑞医药,2017-01-03,11:10:00,46.02,45.3,45.8,NA
369420,600276,恒瑞医药,2017-01-03,11:15:00,46.02,45.3,45.86,NA
369421,600276,恒瑞医药,2017-01-03,11:20:00,46.02,45.3,45.8,NA
369422,600276,恒瑞医药,2017-01-03,11:25:00,46.02,45.3,45.82,NA
369423,600276,恒瑞医药,2017-01-03,11:30:00,46.02,45.3,45.81,NA
369424,600276,恒瑞医药,2017-01-03,13:05:00,46.02,45.3,45.81,NA
369425,600276,恒瑞医药,2017-01-03,13:10:00,46.02,45.3,45.81,NA
369426,600276,恒瑞医药,2017-01-03,13:15:00,46.02,45.3,45.82,NA
369427,600276,恒瑞医药,2017-01-03,13:20:00,46.02,45.3,45.87,NA
369428,600276,恒瑞医药,2017-01-03,13:25:00,46.02,45.3,45.96,NA
369429,600276,恒瑞医药,2017-01-03,13:30:00,46.02,45.3,45.91,NA
369430,600276,恒瑞医药,2017-01-03,13:35:00,46.02,45.3,45.93,NA
369431,600276,恒瑞医药,2017-01-03,13:40:00,46.02,45.3,46.02,NA
369432,600276,恒瑞医药,2017-01-03,13:45:00,46.2,45.3,46.2,NA
369433,600276,恒瑞医药,2017-01-03,13:50:00,46.4,45.3,46.33,NA
369434,600276,恒瑞医药,2017-01-03,13:55:00,46.4,45.3,46.18,NA
369435,600276,恒瑞医药,2017-01-03,14:00:00,46.4,45.3,46.11,NA
369436,600276,恒瑞医药,2017-01-03,14:05:00,46.4,45.3,46.12,NA
369437,600276,恒瑞医药,2017-01-03,14:10:00,46.4,45.3,46.19,NA
369438,600276,恒瑞医药,2017-01-03,14:15:00,46.4,45.3,46.14,NA
369439,600276,恒瑞医药,2017-01-03,14:20:00,46.4,45.3,46.02,NA
369440,600276,恒瑞医药,2017-01-03,14:25:00,46.4,45.3,46,NA
369441,600276,恒瑞医药,2017-01-03,14:30:00,46.4,45.3,46,NA
369442,600276,恒瑞医药,2017-01-03,14:35:00,46.4,45.3,45.95,NA
369443,600276,恒瑞医药,2017-01-03,14:40:00,46.4,45.3,45.95,NA
369444,600276,恒瑞医药,2017-01-03,14:45:00,46.4,45.3,45.91,NA
369445,600276,恒瑞医药,2017-01-03,14:50:00,46.4,45.3,46.05,NA
369446,600276,恒瑞医药,2017-01-03,14:55:00,46.4,45.3,46.04,NA
369447,600276,恒瑞医药,2017-01-03,15:00:00,46.4,45.3,46.01,NA
369448,600276,恒瑞医药,2017-01-03,15:05:00,46.4,45.3,46,NA
369449,600276,恒瑞医药,2017-01-04,09:20:00,NA,NA,NA,NA
369450,600276,恒瑞医药,2017-01-04,09:25:00,NA,NA,NA,NA
369451,600276,恒瑞医药,2017-01-04,09:30:00,46.14,46.14,46.14,NA
369452,600276,恒瑞医药,2017-01-04,09:35:00,46.2,46.01,46.16,NA
369453,600276,恒瑞医药,2017-01-04,09:40:00,46.2,46.01,46.13,NA
369454,600276,恒瑞医药,2017-01-04,09:45:00,46.2,46.01,46.2,NA
369455,600276,恒瑞医药,2017-01-04,09:50:00,46.38,46.01,46.23,NA
369456,600276,恒瑞医药,2017-01-04,09:55:00,46.38,46.01,46.22,NA
369457,600276,恒瑞医药,2017-01-04,10:00:00,46.38,46.01,46.23,NA
369458,600276,恒瑞医药,2017-01-04,10:05:00,46.38,46.01,46.16,NA
369459,600276,恒瑞医药,2017-01-04,10:10:00,46.38,46.01,46.16,NA
369460,600276,恒瑞医药,2017-01-04,10:15:00,46.38,46.01,46.16,NA
369461,600276,恒瑞医药,2017-01-04,10:20:00,46.38,46.01,46.18,NA
369462,600276,恒瑞医药,2017-01-04,10:25:00,46.38,46.01,46.16,NA
369463,600276,恒瑞医药,2017-01-04,10:30:00,46.38,46.01,46.17,NA
369464,600276,恒瑞医药,2017-01-04,10:35:00,46.38,46.01,46.17,NA
