观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
389937,600276,恒瑞医药,2019-01-17,14:00:00,58.44,57.12,58.18,NA
389938,600276,恒瑞医药,2019-01-17,14:05:00,58.44,57.12,58.25,NA
389939,600276,恒瑞医药,2019-01-17,14:10:00,58.44,57.12,58.27,NA
389940,600276,恒瑞医药,2019-01-17,14:15:00,58.44,57.12,58.25,NA
389941,600276,恒瑞医药,2019-01-17,14:20:00,58.44,57.12,58.05,NA
389942,600276,恒瑞医药,2019-01-17,14:25:00,58.44,57.12,57.93,NA
389943,600276,恒瑞医药,2019-01-17,14:30:00,58.44,57.12,57.88,NA
389944,600276,恒瑞医药,2019-01-17,14:35:00,58.44,57.12,57.67,NA
389945,600276,恒瑞医药,2019-01-17,14:40:00,58.44,57.12,57.79,NA
389946,600276,恒瑞医药,2019-01-17,14:45:00,58.44,57.12,57.47,NA
389947,600276,恒瑞医药,2019-01-17,14:50:00,58.44,57.12,57.47,NA
389948,600276,恒瑞医药,2019-01-17,14:55:00,58.44,57.12,57.43,NA
389949,600276,恒瑞医药,2019-01-17,15:00:00,58.44,57.12,57.36,NA
389950,600276,恒瑞医药,2019-01-17,15:05:00,58.44,57.12,57.36,NA
389951,600276,恒瑞医药,2019-01-18,09:30:00,57.9,57.9,57.9,NA
389952,600276,恒瑞医药,2019-01-18,09:35:00,58.49,57.52,58.44,NA
389953,600276,恒瑞医药,2019-01-18,09:40:00,58.6,57.52,58.6,NA
389954,600276,恒瑞医药,2019-01-18,09:45:00,58.86,57.52,58.85,NA
389955,600276,恒瑞医药,2019-01-18,09:50:00,59.44,57.52,59.4,NA
389956,600276,恒瑞医药,2019-01-18,09:55:00,59.55,57.52,59.43,NA
389957,600276,恒瑞医药,2019-01-18,10:00:00,59.55,57.52,59.28,NA
389958,600276,恒瑞医药,2019-01-18,10:05:00,59.78,57.52,59.54,NA
389959,600276,恒瑞医药,2019-01-18,10:10:00,59.78,57.52,59.49,NA
389960,600276,恒瑞医药,2019-01-18,10:15:00,59.78,57.52,59.21,NA
389961,600276,恒瑞医药,2019-01-18,10:20:00,59.78,57.52,59.39,NA
389962,600276,恒瑞医药,2019-01-18,10:25:00,59.78,57.52,59.2,NA
389963,600276,恒瑞医药,2019-01-18,10:30:00,59.78,57.52,58.9,NA
389964,600276,恒瑞医药,2019-01-18,10:35:00,59.78,57.52,58.89,NA
389965,600276,恒瑞医药,2019-01-18,10:40:00,59.78,57.52,58.47,NA
389966,600276,恒瑞医药,2019-01-18,10:45:00,59.78,57.52,58.42,NA
389967,600276,恒瑞医药,2019-01-18,10:50:00,59.78,57.52,58.95,NA
389968,600276,恒瑞医药,2019-01-18,10:55:00,59.78,57.52,59.14,NA
389969,600276,恒瑞医药,2019-01-18,11:00:00,59.78,57.52,59.14,NA
389970,600276,恒瑞医药,2019-01-18,11:05:00,59.78,57.52,59.11,NA
389971,600276,恒瑞医药,2019-01-18,11:10:00,59.78,57.52,59.02,NA
389972,600276,恒瑞医药,2019-01-18,11:15:00,59.78,57.52,59.2,NA
389973,600276,恒瑞医药,2019-01-18,11:20:00,59.78,57.52,59.17,NA
389974,600276,恒瑞医药,2019-01-18,11:25:00,59.78,57.52,59.01,NA
389975,600276,恒瑞医药,2019-01-18,11:30:00,59.78,57.52,59.16,NA
389976,600276,恒瑞医药,2019-01-18,11:35:00,59.78,57.52,59.16,NA
389977,600276,恒瑞医药,2019-01-18,13:00:00,59.78,57.52,59.16,NA
389978,600276,恒瑞医药,2019-01-18,13:05:00,59.78,57.52,59.21,NA
389979,600276,恒瑞医药,2019-01-18,13:10:00,59.78,57.52,59.14,NA
389980,600276,恒瑞医药,2019-01-18,13:15:00,59.78,57.52,58.99,NA
389981,600276,恒瑞医药,2019-01-18,13:20:00,59.78,57.52,59.08,NA
