观测序号_Nobs,代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...9
480152,600276,恒瑞医药,2020-06-22,10:40:00,95.41,92.5,94.27,NA
480153,600276,恒瑞医药,2020-06-22,10:45:00,95.41,92.5,94.38,NA
480154,600276,恒瑞医药,2020-06-22,10:50:00,95.41,92.5,94.28,NA
480155,600276,恒瑞医药,2020-06-22,10:55:00,95.41,92.5,94.29,NA
480156,600276,恒瑞医药,2020-06-22,11:00:00,95.41,92.5,94.07,NA
480157,600276,恒瑞医药,2020-06-22,11:05:00,95.41,92.5,93.82,NA
480158,600276,恒瑞医药,2020-06-22,11:10:00,95.41,92.5,94.01,NA
480159,600276,恒瑞医药,2020-06-22,11:15:00,95.41,92.5,93.6,NA
480160,600276,恒瑞医药,2020-06-22,11:20:00,95.41,92.5,93.56,NA
480161,600276,恒瑞医药,2020-06-22,11:25:00,95.41,92.5,93.45,NA
480162,600276,恒瑞医药,2020-06-22,11:30:00,95.41,92.5,93.38,NA
480163,600276,恒瑞医药,2020-06-22,11:35:00,95.41,92.5,93.38,NA
480164,600276,恒瑞医药,2020-06-22,11:40:00,95.41,92.5,93.38,NA
480165,600276,恒瑞医药,2020-06-22,11:45:00,95.41,92.5,93.38,NA
480166,600276,恒瑞医药,2020-06-22,11:50:00,95.41,92.5,93.38,NA
480167,600276,恒瑞医药,2020-06-22,11:55:00,95.41,92.5,93.38,NA
480168,600276,恒瑞医药,2020-06-22,12:00:00,95.41,92.5,93.38,NA
480169,600276,恒瑞医药,2020-06-22,12:35:00,95.41,92.5,93.38,NA
480170,600276,恒瑞医药,2020-06-22,12:40:00,95.41,92.5,93.38,NA
480171,600276,恒瑞医药,2020-06-22,12:45:00,95.41,92.5,93.38,NA
480172,600276,恒瑞医药,2020-06-22,12:50:00,95.41,92.5,93.38,NA
480173,600276,恒瑞医药,2020-06-22,12:55:00,95.41,92.5,93.38,NA
480174,600276,恒瑞医药,2020-06-22,13:00:00,95.41,92.5,93.38,NA
480175,600276,恒瑞医药,2020-06-22,13:05:00,95.41,92.5,93.03,NA
480176,600276,恒瑞医药,2020-06-22,13:10:00,95.41,92.5,93,NA
480177,600276,恒瑞医药,2020-06-22,13:15:00,95.41,92.5,93.86,NA
480178,600276,恒瑞医药,2020-06-22,13:20:00,95.41,92.5,93.47,NA
480179,600276,恒瑞医药,2020-06-22,13:25:00,95.41,92.5,93.27,NA
480180,600276,恒瑞医药,2020-06-22,13:30:00,95.41,92.5,93.03,NA
480181,600276,恒瑞医药,2020-06-22,13:35:00,95.41,92.5,92.72,NA
480182,600276,恒瑞医药,2020-06-22,13:40:00,95.41,92.5,92.67,NA
480183,600276,恒瑞医药,2020-06-22,13:45:00,95.41,92.29,92.32,NA
480184,600276,恒瑞医药,2020-06-22,13:50:00,95.41,92.2,93.06,NA
480185,600276,恒瑞医药,2020-06-22,13:55:00,95.41,92.2,92.9,NA
480186,600276,恒瑞医药,2020-06-22,14:00:00,95.41,92.2,92.69,NA
480187,600276,恒瑞医药,2020-06-22,14:05:00,95.41,92.2,92.41,NA
480188,600276,恒瑞医药,2020-06-22,14:10:00,95.41,92.2,92.84,NA
480189,600276,恒瑞医药,2020-06-22,14:15:00,95.41,92.2,93.04,NA
