代码_Code,证券名称_Secunm,行情日期_Qdate,标准时间_StdTime,最高价(元)_Hipr,最低价(元)_Lopr,成交价(元)_TPrice,...8
000037,上证医药,2021-01-04,09:05:00,0,NA,10126.5555,NA
000037,上证医药,2021-01-04,09:10:00,0,NA,10126.5555,NA
000037,上证医药,2021-01-04,09:15:00,0,NA,10126.5555,NA
000037,上证医药,2021-01-04,09:20:00,0,NA,10126.5555,NA
000037,上证医药,2021-01-04,09:25:00,0,NA,10126.5555,NA
000037,上证医药,2021-01-04,09:30:00,10119.8793,10119.8793,10119.8793,NA
000037,上证医药,2021-01-04,09:35:00,10140.8508,10077.9174,10079.8181,NA
000037,上证医药,2021-01-04,09:40:00,10140.8508,10058.3383,10095.0727,NA
000037,上证医药,2021-01-04,09:45:00,10140.8508,10058.3383,10111.941,NA
000037,上证医药,2021-01-04,09:50:00,10140.8508,10058.3383,10111.3248,NA
000037,上证医药,2021-01-04,09:55:00,10140.8508,10058.3383,10113.6352,NA
000037,上证医药,2021-01-04,10:00:00,10140.8508,10058.3383,10110.514,NA
000037,上证医药,2021-01-04,10:05:00,10140.8508,10058.3383,10105.9373,NA
000037,上证医药,2021-01-04,10:10:00,10140.8508,10058.3383,10129.9862,NA
000037,上证医药,2021-01-04,10:15:00,10140.8508,10058.3383,10126.9179,NA
000037,上证医药,2021-01-04,10:20:00,10140.8508,10058.3383,10135.5072,NA
000037,上证医药,2021-01-04,10:25:00,10140.8508,10058.3383,10123.3204,NA
000037,上证医药,2021-01-04,10:30:00,10140.8508,10058.3383,10139.9962,NA
000037,上证医药,2021-01-04,10:35:00,10146.5244,10058.3383,10140.2336,NA
000037,上证医药,2021-01-04,10:40:00,10146.5244,10058.3383,10139.9577,NA
000037,上证医药,2021-01-04,10:45:00,10156.1352,10058.3383,10148.9794,NA
000037,上证医药,2021-01-04,10:50:00,10156.1352,10058.3383,10136.2825,NA
000037,上证医药,2021-01-04,10:55:00,10156.1352,10058.3383,10129.8668,NA
000037,上证医药,2021-01-04,11:00:00,10156.1352,10058.3383,10127.5088,NA
000037,上证医药,2021-01-04,11:05:00,10156.1352,10058.3383,10133.7539,NA
000037,上证医药,2021-01-04,11:10:00,10160.455,10058.3383,10156.8632,NA
000037,上证医药,2021-01-04,11:15:00,10168.1527,10058.3383,10163.2108,NA
000037,上证医药,2021-01-04,11:20:00,10168.1527,10058.3383,10164.3261,NA
000037,上证医药,2021-01-04,11:25:00,10174.8357,10058.3383,10164.93,NA
000037,上证医药,2021-01-04,11:30:00,10175.6698,10058.3383,10175.4443,NA
000037,上证医药,2021-01-04,11:35:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,11:40:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,11:45:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,11:50:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,11:55:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,12:00:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,12:35:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,12:40:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,12:45:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,12:50:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,12:55:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,13:00:00,10175.6698,10058.3383,10175.4896,NA
000037,上证医药,2021-01-04,13:05:00,10180.5477,10058.3383,10169.9076,NA
000037,上证医药,2021-01-04,13:10:00,10182.3144,10058.3383,10181.0269,NA
000037,上证医药,2021-01-04,13:15:00,10182.3144,10058.3383,10160.6703,NA
000037,上证医药,2021-01-04,13:20:00,10182.3144,10058.3383,10155.2986,NA
000037,上证医药,2021-01-04,13:25:00,10182.3144,10058.3383,10142.562,NA
000037,上证医药,2021-01-04,13:30:00,10182.3144,10058.3383,10140.1898,NA
000037,上证医药,2021-01-04,13:35:00,10182.3144,10058.3383,10122.5799,NA
000037,上证医药,2021-01-04,13:40:00,10182.3144,10058.3383,10116.0806,NA
000037,上证医药,2021-01-04,13:45:00,10182.3144,10058.3383,10117.1498,NA
000037,上证医药,2021-01-04,13:50:00,10182.3144,10058.3383,10093.7625,NA
000037,上证医药,2021-01-04,13:55:00,10182.3144,10058.3383,10093.2408,NA
000037,上证医药,2021-01-04,14:00:00,10182.3144,10058.3383,10091.9244,NA
000037,上证医药,2021-01-04,14:05:00,10182.3144,10058.3383,10093.6987,NA
000037,上证医药,2021-01-04,14:10:00,10182.3144,10058.3383,10084.8912,NA
000037,上证医药,2021-01-04,14:15:00,10182.3144,10058.3383,10090.6929,NA
